"video_id","trending_date","title","channel_title","category_id","category","viewcount","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","video_error_or_removed","descript","country","publish_timestamp","population"
"aPAkBJ2nqlE","2018-04-29","Новый украинский порядок. Время покажет. Выпуск от 28.04.2018","Новости на Первом Канале",25,"News & Politics",83820,505,225,0,"https://i.ytimg.com/vi/aPAkBJ2nqlE/default.jpg",True,False,False,"Эксперты «Время покажет» вспоминают трагедию, произошедшую 2 мая 2014 года, когда в одесском Доме профсоюзов в огне погибли 48 человек, и говорят о ее последствиях для всей Украины. \n\nВторого мая исполнится четыре года со дня трагических событий в Одессе. Тогда десятки людей отдали свои жизни, отстаивая право говорить на русском языке. Радикалы окружили и подожгли Дом профсоюзов, где укрылись сторонники федерализации Украины. По официальным данным, погибли 48 человек. Люди заживо сгорели, отравились угарным газом, разбились насмерть, прыгая из окон.\n\nОдесские националисты анонсировали «Марш украинского порядка», который состоится второго мая.  Организаторы заявили, что мероприятие является не днем скорби по погибшим, а празднованием победы над противниками Украины.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2018-04-28 14:38:36","russian"
"BQsQSv9U8LI","2018-05-08","Почетные проводы Путина в последний срок","Радио Свобода",25,"News & Politics",64516,1779,4474,0,"https://i.ytimg.com/vi/BQsQSv9U8LI/default.jpg",True,False,False,"Инаугурация бессменного Владимира Путина и его бессменный выдвиженец Дмитрий Медведев. Обсуждают политики и политологи: Евгений Гонтмахер, Дмитрий Гудков, Александр Морозов, Андрей Окара. Ведущая - Елена Рыковцева.","RU","2018-05-07 17:08:03","russian"
"OIDfl0-49Bs","2017-12-26","Выдвиженцы Путина?","Радио Свобода",25,"News & Politics",23909,731,108,0,"https://i.ytimg.com/vi/OIDfl0-49Bs/default.jpg",True,False,False,"Предвыборный расклад сил проанализируют член ПК партии «Яблоко», профессор Виктор Шейнис, политолог, доцент департамента политической науки Факультета социальных наук ГУ-ВШЭ Александр Кынев, депутат Госдумы от КПРФ Николай Коломийцев.\n\nВедет передачу Михаил Соколов.","RU","2017-12-25 17:54:00","russian"
"Cch2K_Y_63E","2017-11-17","✿ LET`S COOK ✿ Голландский соус / Голландез / Топлёное масло ♥","Маша Zолина",27,"Education",16565,1694,10,0,"https://i.ytimg.com/vi/Cch2K_Y_63E/default.jpg",True,False,False,"✿ Сотрудничество zolina@carrot.moscow\n✿ Ножи с 20% скидкой на сайте www.samura.ru / www.samura.org (Забейте мою фамилию ЗОЛИНА в промокод там)\n\n★★ ЗАМЕТКА ДЛЯ ВОПРОСОВ ★★ http://vk.com/topic-8042168_29670706 (где я точно увижу ваш вопрос и отвечу)\n\n♥ Инстаграм https://www.instagram.com/mariezoline/\n\n♥ Мой музыкальный паблик http://vk.com/themayomusic\n\n♥ Моя кулинарная группа http://vk.com/zoline\n\n♥ VKontakte http://vk.com/zollen\n\n♪♫ Музыка ♫♪♫\nIntro: Pastel Ghost - My Bloody Valentine\nCannibale - Hidden Wealth\nCannibale - Hoodoo me","RU","2017-11-15 23:15:24","russian"
"Ih0TpMTaIw0","2017-11-20","Даня Кашин смотрит: Lil peep - ГЕЛИК (prod. smokeasac)","Реакции стримеров",22,"People & Blogs",16606,452,112,0,"https://i.ytimg.com/vi/Ih0TpMTaIw0/default.jpg",True,False,False,"RIP\n🔥 Клип - https://goo.gl/HGwo6v\n🔥 DK - https://goo.gl/Mmx63a\nЭто старая реакция, если что)\n\n🤘🏻Подпишись на мою группу в ВК - https://goo.gl/VeYufj\n\n🔥 Прайс на рекламу: https://goo.gl/jQtAQJ\n\n🤘🏻По всем вопросам - https://vk.com/andrey_elagin","RU","2017-11-19 18:00:29","russian"
"yShTAMDvoWQ","2017-11-20","✿ LET`S COOK ✿ Яйцо ПАШОТ и Яйца БЕНЕДИКТ / Учу Карину готовить ♥","Маша Zолина",27,"Education",11402,1347,14,0,"https://i.ytimg.com/vi/yShTAMDvoWQ/default.jpg",True,False,False,"✿ Сотрудничество zolina@carrot.moscow\n✿ Ножи с 20% скидкой на сайте www.samura.ru / www.samura.org (Забейте мою фамилию ЗОЛИНА в промокод там)\n\n★★ ЗАМЕТКА ДЛЯ ВОПРОСОВ ★★ http://vk.com/topic-8042168_29670706 (где я точно увижу ваш вопрос и отвечу)\n\n♥ Инстаграм https://www.instagram.com/mariezoline/\n\n♥ Моя кулинарная группа http://vk.com/zoline\n\n♥ VKontakte http://vk.com/zollen\n\n♪♫ Музыка ♫♪♫\nIntro: Pastel Ghost - My Bloody Valentine\nKasabian - Fire\nKasabian - LSF\nBlack Lips - Funny","RU","2017-11-19 20:45:08","russian"
"QT5MA4MLR30","2018-01-16","Судья ударил футболиста «Нанта» и удалил его с поля","Discover24",28,"Science & Technology",7988,6,3,0,"https://i.ytimg.com/vi/QT5MA4MLR30/default.jpg",True,False,False,"Иточник: http://discover24.ru/2018/01/sudya-udaril-futbolista-nanta-i-udalil-ego-s-polya/","RU","2018-01-15 07:21:32","russian"
"UkRe8lpf9UM","2017-11-21","Дети против войны. Время покажет. Выпуск от 20.11.2017","Новости на Первом Канале",25,"News & Politics",7853,77,23,0,"https://i.ytimg.com/vi/UkRe8lpf9UM/default.jpg",True,False,False,"В студии «Время покажет» продолжают обсуждать выступление ученика гимназии Нового Уренгоя в бундестаге. Речь, посвященная судьбе немецких солдат в Великой Отечественной войне, вызвала неоднозначную реакцию в российском обществе.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-11-20 17:59:58","russian"
"6JEpVdFYHKg","2018-05-14","Diriliş Ertuğrul 118 Bölüm 2.Fragman","Ebubekir Ekici",1,"Film & Animation",10084,22,66,0,"https://i.ytimg.com/vi/6JEpVdFYHKg/default.jpg",True,False,False,"Herkeze yeniden merhaba gardaşlar lütfen yorumlara kötü kelimeler yazmayın başlıkdada gördüğünüz gibi bu bir derleme fragmandır umarım beğenirsiniz.İnstagram:https://www.instagram.com/ebucxx/Abone ol:https://www.youtube.com/channel/UCclLNq8v_VAp2m9GR1-59jw?disable_polymer=trueİYİ SEYİRLER...","RU","2018-05-13 06:41:13","turkish"
"5tictQjiEbo","2017-11-22","Фильм Последний провод Хороший Боевик","StarmeD",24,"Entertainment",16940,23,5,0,"https://i.ytimg.com/vi/5tictQjiEbo/default.jpg",True,False,False,"Сапер ошибается только один раз, и работа у него в наше время не приведи каждому. Каждый день мы читаем в газетах о взрывах по всему миру. И кто же соглашается идти на такую работу? В этом очень удачном триллере кое-что проясняется. Эти люди особенные. Один из них, например, стал устанавливать настолько сложные и хитрые взрывные устройства, что многие из его коллег погибли, прежде чем отставной сапер (Сэм Эллиотт) вычислил автора, успев уже, правда, сам попасть под подозрение. Помогает ему в этом красивая девушка, работающая в этой опаснейшей службе.","RU","2017-11-21 14:00:04","russian"
"JDQa4lcjg4A","2017-11-22","Евгений Спицын. Кто вырастил русского гимназиста, скорбящего по невинным гитлеровцам?","День ТВ",25,"News & Politics",49979,1812,62,0,"https://i.ytimg.com/vi/JDQa4lcjg4A/default.jpg",True,False,False,"Гимназисты города Новый Уренгой 19 ноября приняли участие в Центральном траурном митинге в Бундестаге и представили перед политиками проекты «посвящённые памяти жертв войны и тирании». Один из учеников произнёс речь, в  которой «покаялся» за действия России перед Германией. Он рассказал о «невинно погибших» от тяжелых условий плена немецких солдатах, которые «не хотели убивать».\n\nПоддержать канал ДеньТВ https://goo.gl/r6omnC\n\n#ДеньТВ #Гитлер #Третийрейх #Сталинград #Вермахт #СССР #нацизм #ВеликаяОтечественная #ВтораяМировая #фальсификацияистории #НовыйУренгой #Десятниченко  #реабилитациянацизма #фашизм #Спицын","RU","2017-11-20 15:16:31","russian"
"nazLz9qFs3c","2017-11-22","Просто я так живу)","Svetlana Kazina",19,"Travel & Events",2831,72,3,0,"https://i.ytimg.com/vi/nazLz9qFs3c/default.jpg",True,False,False,"📹 Друзья, этим коротким видео-сюжетом я решила одним махом ответить на десятки ваших вопросов ко мне. Это обычная видео-съёмка обычным телефоном моего обычного дня. Без постановок, переодеваний и т.д. Кроме шутливой фотосессии в платке и очках конечно, это была моя ответочка девочкам, что пишут в интернете об уютной зиме с тёплым пледом и зефирками на подоконнике))) А фуфайка и галоши – настоящие)), без них в селе ни дров притащить, ни в огороде покопаться. \nДа, обыденность, да банальность. Но, я надеюсь, что теперь многим станет понятно, почему я не сразу отвечаю на письма, на комментарии, на телефон (его и вовсе не таскаю с собой) и почему один из хэш-тегов у меня #неоправданныйоптимизм )))\nЯ живу в маленьком горном селе, вне комфорта и я фотограф-пейзажист. Быт и горы – занимают всё моё насыщенное и увлекательное время. А время, и тут вы все со мной согласитесь, - это самое драгоценное, что у нас есть. И своё время я буду тратить так, как мне заблагорассудится.  Дополнительного времени на многочисленные ответы на письма - у меня нет. Именно поэтому часто говорю: кому не нравится - отпишитесь. Именно поэтому предупредила: что комментарии к альбомам могу закрывать,  в друзьях оставить лишь детей, родственников и близких людей.\n\nИ да, девочки, под фуфайкой у меня колье, маникюр, кольца и серьги, почему нет? :) Женщина – всюду женщина…\n\n📺 ПыСы: зато большой плюс - в масеньком моём телевизоре всего 2 канала – первый и второй, поэтому я ещё не очень испорчена))))😄\n\nЦените своё время и время окружающих вас людей! \n\n#Ветка_Видео #Горный_Алтай #дом","RU","2017-11-21 17:59:37","russian"
"_prkaLz5PkI","2017-11-17","Ответы на вопросы от 11.11.2017 (прот. Владимир Головин, г. Болгар)","golovinBolgar",27,"Education",8179,345,15,0,"https://i.ytimg.com/vi/_prkaLz5PkI/default.jpg",True,False,False,"(скачать видео, аудио и воспользоваться активным содержанием можно здесь:\nhttp://vladimir-golovin.ru/otvety-11-11-2017.html)\n\nСОДЕРЖАНИЕ\n1) Об опыте соборной молитвы о процветании России (00 час.: 00 мин.: 15 сек.)\n2) О необходимости соборной молитвы о мужчинах (00:15:42)\n3) Почему дар веры есть не у всех? (00:26:00)\n4) Стоит ли посещать храм, в котором ссоры и нестроения? (00:28:46)\n5) Как отличить ответ Бога от бесовских искушений? (00:33:04)\n6) О реальности духовного мира (00:34:00)\n7) Как быть, если ребенок плохо ведет себя в храме? (00:34:55)\n8) Можно ли в храме кормить ребенка грудью? (00:36:24)\n9) Как поддержать умирающего человека? (00:37:56)\n10) Являются ли грехом денежные ставки на спорт? (00:39:49)\n11) Можно ли считать Вас своим духовником? (00:41:07)\n12) Можно ли давать согласие на обработку своих персональных данных? (00:41:30)\n13) Как отличить служение людям от человекоугодничества? (00:41:43)\n14) Является ли грехом нелегально скачивать что-либо в интернете? (00:42:26)\n15) Как православный человек должен реагировать на похвалу? (00:43:00)\n16) Правда ли, что души умерших в большие церковные праздники всегда наследуют рай? (00:43:52)\n17) Как быть, если время акафиста совпадает с богослужением? (00:44:27)\n18) Грех ли покупать близким сигареты или алкоголь, еcли они об этом просят? (00:45:07)\n19) Как нацелить молодежь на воцерковление? (00:45:27)\n20) Как понять триединство Бога? (00:46:01)\n21) Как молиться о воцерковлении крестников? (00:49:05)\n22) Почему православные почитают воскресенье, а не субботу? (00:49:39)\n23) Можно ли молиться за старообрядцев? (00:54:18)","RU","2017-11-16 14:00:01","russian"
"8jYaU027ZLE","2017-11-23","Духовное лечение. Есть ли смыл в телесном исцелении? (прот. Владимир Головин)","golovinBolgar",27,"Education",10648,573,6,0,"https://i.ytimg.com/vi/8jYaU027ZLE/default.jpg",True,False,False,"Скачать видео и аудио можно посмотреть здесь:\nhttp://vladimir-golovin.ru/duhovnoe-lechenie-10-09-2017.html\n\nПОЛЕЗНЫЕ ССЫЛКИ\nОтветы по темам http://vladimir-golovin.ru/otvety.html \nГруппа ВКонтакте https://vk.com/golovinbolgar\nМолитва по соглашению http://vladimir-golovin.ru/molitva.html\nДуховное лечение http://vladimir-golovin.ru/lechenie.html\nКниги http://vladimir-golovin.ru/knigi.html\nПаломничество в Болгар http://vladimir-golovin.ru/palomniku.html","RU","2017-11-22 07:36:55","russian"
"FcJ5rKtEus4","2017-11-23","Памяти Дмитрия Хворостовского: не стало великого оперного певца. Прямой эфир 22.11.17. Трансляция","Прямой эфир",29,"Nonprofits & Activism",131004,1053,133,0,"https://i.ytimg.com/vi/FcJ5rKtEus4/default.jpg",True,False,False,"Памяти Дмитрия Хворостовского: не стало великого оперного певца. Прямой эфир с Андреем Малаховым смотреть онлайн трансляция 22.11.17\nПодпишись на канал: https://www.youtube.com/c/Priamoiefir?sub_confirmation=1\nСегодня в 3:33 ночи пришла печальная новость, что не стало оперного певца Дмитрия Хворостовского. Он так и не смог победить рак мозга. Сегодня в этой студии, в прямом эфире соберутся друзья и близкие, кто был с ним до последней минуты жизни.\n\nТелепрограмма канала Россия Прямой эфир - настоящая хроника нашей жизни. Уже много лет в прайм-тайм зрители собираются в студии и у экранов своих телевизоров, чтобы узнать о проблемах, которые волнуют всех. О том, что будет обсуждать вся страна. О том, что можно увидеть только в Прямом эфире! Уже совсем скоро в истории любимой программы начнется новый этап - в эфире Прямого эфира появится Андрей Малахов!\n\nЧтобы принять участие в программе, задать вопрос и высказать свое мнение, звоните по телефону 8 (499) 653-65-55​ или пишите на info@amefir.tv\n\nАрхив выпусков программы\n🔴 2011: https://www.youtube.com/playlist?list=PLoYj5iDgJVvsQDCWG9PUlVOucj_Ruh_eN\n🔴 2012: https://www.youtube.com/playlist?list=PLoYj5iDgJVvtERl6KlWO1UY9YSAapODNm\n🔴 2013: https://www.youtube.com/playlist?list=PLoYj5iDgJVvucZ0sN-9G9Ia2AZ8RtCrnJ\n🔴 2014: https://www.youtube.com/playlist?list=PLoYj5iDgJVvvcqW9jRxnyv5_xzdvM63Qp\n🔴 2015: https://www.youtube.com/playlist?list=PLoYj5iDgJVvsLoVfmBcLEjwKtXe3538H6\n🔴 2016: https://www.youtube.com/playlist?list=PLoYj5iDgJVvvIBUzjP2hg8yXvKqNFeYwP\n🔴 2017: https://www.youtube.com/playlist?list=PLoYj5iDgJVvuhRwVILCgkzEUWhjJzfBhN\n🔴 Лучшие моменты: https://www.youtube.com/playlist?list=PLoYj5iDgJVvsXUCQn9qAPo9dXlzaDh3dV","RU","2017-11-22 16:05:50","russian"
"eSbzy52c03A","2017-11-23","В Лондоне после продолжительной болезни скончался оперный певец Дмитрий Хворостовский.","Новости на Первом Канале",25,"News & Politics",37102,350,43,0,"https://i.ytimg.com/vi/eSbzy52c03A/default.jpg",True,False,False,"Ему было всего 55. Два с половиной года Хворостовский боролся с тяжелой болезнью. Боролся изо всех сил. Но она взяла верх.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-11-22 09:51:21","russian"
"w_HK0a0Ns8o","2018-06-12","3 дня до Чемпионата мира по футболу FIFA 2018 в России™: открытые тренировки сборных.","Новости на Первом Канале",25,"News & Politics",117320,1374,105,0,"https://i.ytimg.com/vi/w_HK0a0Ns8o/default.jpg",True,False,False,"Большой праздник футбола, который с нетерпением ждали миллионы жителей планеты и к которому с особым трепетом готовились российские болельщики, стартует уже на этой неделе.Подписывайтесь на официальный канал «Новости на Первом Канале» на YouTube,  будьте в курсе всех новостей и не пропустите новые выпуски. https://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2018-06-11 08:20:29","russian"
"k-ZD8TTY1k4","2017-11-24","Опубликованы редчайшие фотографии Хворостовского","vangogh TV",24,"Entertainment",23525,0,0,0,"https://i.ytimg.com/vi/k-ZD8TTY1k4/default.jpg",True,True,False,"Опубликованы редчайшие фото оперного певца Дмитрия Хворостовского, а также скрытые отрывки биографии...\n\n#дмитрийхворостовский #дмитрий_хворостовский #хворостовский\n\nПодпишись: https://www.youtube.com/c/vangoghTV?sub_confirmation=1\n\n❗️ vangogh TV в соцсетях:\n🔔TWITTER ☛ https://twitter.com/vangogh_TV\n🔔TUMBLR ☛ https://vangoghtv.tumblr.com/ \n\n#ван_гог #ухо_ван_гога #van_gogh_tv #ван_гог_тв #vangogh_tv #the_ear_tv #вангог_тв #vangoghtv #вангогтв #ухотв #ухо_тв\n \nvan gogh tv, ван гог тв, vangogh tv, the ear tv, вангог тв, ухо тв, vangoghtv, вангогтв, ухотв, вгтв\n\n#ухо_ван_гога #vincentvangogh #vincent_van_gogh #vincentvillemvangogh #картины_ван_гога #винсент_виллем_ван_гог #художник_ван_гог","RU","2017-11-23 10:28:51","russian"
"hB0nWqwwpK8","2017-11-24","Арест Керимова – удар по Путину","Радио Свобода",25,"News & Politics",66915,1322,88,0,"https://i.ytimg.com/vi/hB0nWqwwpK8/default.jpg",True,False,False,"Ницца, проклятое место место российского сенатора Сулеймана Керимова. Одни несчастья. Сначала авария с Тиной Канделаки. Теперь арест. Наблюдатели полагают, что это прямой удар по Владимиру Путину. Разбираемся с Дмитрием Гудковым, Иваном Стариковым, Сергеем Ежовым и Сергеем Пугачевым.\nВедущая Елена Рыковцева.","RU","2017-11-22 17:05:02","russian"
"RsTCqnpAM2A","2017-11-21","Райкин между одесскими и мединскими","Радио Свобода",25,"News & Politics",13245,228,115,0,"https://i.ytimg.com/vi/RsTCqnpAM2A/default.jpg",True,False,False,"В Одессе сорван концерт Константина Райкина. В Москве на него наехал министр культуры. Ситуациию вокруг артиста обсуждают композитор Александр Журбин, писатель Валерий Хаит, журналист Сергей Осташко, критик Юрий Богомолов\nВедущая Елена Рыковцевва.","RU","2017-11-20 17:19:36","russian"
"nLcHYhOBQM8","2017-11-24","Кино — территория войны? Время покажет. Выпуск от 22.11.2017","Новости на Первом Канале",25,"News & Politics",54476,186,127,0,"https://i.ytimg.com/vi/nLcHYhOBQM8/default.jpg",True,False,False,"В рамках фестиваля документального кино «Артдокфест–2017», который пройдет в Москве с 6 по 12 декабря, запланирован показ фильма украинских документалистов «Война ради мира». Вице-спикер Госдумы Петр Толстой направил депутатские запросы на имя министра культуры и генпрокурора с просьбой проверить, соответствует ли фильм российскому законодательству. Толстой полагает, что в фильме могут быть «публичные призывы к экстремизму и терроризму».\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-11-22 14:10:29","russian"
"JJqmrMZvyrY","2018-03-04","Молочная ГОСТ. Та самая колбаса своими руками на 8 марта.","ЕМКОЛБАСКИ",26,"Howto & Style",1162,155,11,0,"https://i.ytimg.com/vi/JJqmrMZvyrY/default.jpg",True,False,False,"Обсудить этот рецепт на форуме:http://www.emkolbaski.ru/community/topic/2221-molochnaya-gost-ta-samaya-kolbasa-svoimi-rukami-na-8/\nРецепт смотрите в конце видео и в самом низу этого описания к ролику (раскройте и перемотайте вниз это описание).\nНеобходимые для этого рецепта - смесь приправ, целлюлозную оболочку, колбасный шприц для набивки фаршемассы в оболочку, весы, термометр с металлическим щупом найдете также в ЕМКОЛБАСКИ  http://www.emkolbaski.ru/ . Обязательно для других рецептов колбасных и мясных изделий вам понадобятся смеси приправ и натуральные пряности (их более 100 наименований в ассортименте ЕМКОЛБАСКИ), а также любые товары от оболочек до колбасных насадок или шприцов для приготовления домашней колбасы, дымогенераторы или фаршемесы Вы сможете найти в интернет-магазине ЕМКОЛБАСКИ http://www.emkolbaski.ru/ и в фирменных магазинах http://www.emkolbaski.ru/gde-kupit/.\nУ нас огромный и постоянно расширяющийся ассортимент кулинарных смесей приправ и натуральных пряностей под маркой ПРЯНОЕМ.\nМы постоянно совершенствуемся, становимся доступнее и интереснее для вас.\nСпасибо тем, кто с нами! Спасибо тем, кто к нас решил присоединиться!\nhttp://www.emkolbaski.ru/community/ - ПОСЕТИТЕ форум ЕМКОЛБАСКИ - там любые рецепты колбасных изделий и мясопродуктов, там разобраны все нюансы колбасной технологии, там Вы найдете единомышленников.\nhttp://www.emkolbaski.ru/vse-tovaryi/... - посетите мастер-класс для домашних колбасников.\nПОДПИСЫВАЙТЕСЬ НА КАНАЛ ЕМКОЛБАСКИ на этот канал на youtube\nhttps://www.instagram.com/emkolbaski/ - подписывайтесь на канал в instagram. Там все самые свежие новости (веду канал я - Павел Агапкин). \nhttps://www.facebook.com/emkolbaski.k... - группа ЕМКОЛБАСКИ в facebook.\nhttps://ok.ru/profile/559614456303 - группа ЕМКОЛБАСКИ в одноклассниках.\nhttps://vk.com/club60762791 - группа ЕМКОЛБАСКИ вконтакте\nВ ролике использована музыка из фонотеки YouTube\n__\nИнгредиенты:\n1. Говядина 1 сорт – 350 гр\n2. Свинина полужирная – 600 гр\n3. Яичный порошок – 20 гр\n4. Молоко сухое – 30 гр\n5. Нитритная соль + Поваренная в соотношении 50/50 – всего 20 гр (по 10 гр каждого вида)\n6. Смесь специй «для Сосисок молочных» – 5 гр\n7. Фосфат пищевой – 3 гр\n8. Вода – 200 мл\n\nОболочка – целлюлозная 65 мм. Подойдет также любая оболочка калибром более 60 мм\n\nОборудование:\nРезак для мяса (желательно)\nКолбасный шприц (обязательно)\nМясорубка\nМощный блендер (куттер)\nТермометр с металлическим щупом \nТермометр для духовки\nДуховка, желательно электрическая с режимом конвекции\n\nТехнология:\nПервичное измельчение мяса можно провести двумя способами.\n1 способ. Замороженное говядину и свинину порубить на слайсы и измельчить на мясорубке раздельно друг от друга.\n2 способ. Охлажденные говядину и свинину измельчить на мясорубке раздельно друг от друга и подморозить до t = -3…-5 град. внутри фарша. Фарш должен оставаться пластичным, но края должны затвердеть.\n\nВторичное измельчение проводить в два этапа. Сначала измельчить не жирную говядину с водой, специями, солью и фосфатом. На этом этапе важно не превысить температуру фарша выше 8 град. \nПри достижении 7…8 град. добавить к получившейся эмульсии жирное сырье (свинину) и продолжить измельчение. Далее измельчать до t фарша не выше 12 град. Если фарш уже достиг этой температуры, а желаемая степень измельчения еще не достигнута, то стоит прерваться и охладить эмульсию. Позже продолжить измельчение. Если превысить эти рекомендованные температуры фарша при измельчении, то при термообработке существует большая вероятность получить брак – бульонный отек под оболочкой.\n\nТермообработка для проницаемых оболочек (натуральная, коллагеновая, целлюлозная)\nЭтап 1. Обсушка.\nПроводить в духовке при 60 град. в течение 20 мин. желательно проводить с конвекцией.\nЭтап 2.Варка.\nПроводить при 80 град. в духовке до достижения 69…70 град. внутри колбасных батонов. На этом этапе нужно в момент, когда температура внутри колбасы достигнет 60 град. налить в поддон духовки горячей воды.\nТермообработка для непроницаемой (полиамидной) оболочки:\nНагревать в горячей воде при 80 град. снаружи до достижения внутри 70 град. Это можно удобно делать в сувиде (погружной термостат) – новинка ЕМКОЛБАСКИ.\n\nПеред нарезкой обязательно охладить. Можно погрузить для этого в холодную воду.","RU","2018-03-04 03:54:04","russian"
"cN-iaOU0y7k","2017-11-25","Государство и семья. Время покажет. Выпуск от 24.11.2017","Новости на Первом Канале",24,"Entertainment",9930,51,20,0,"https://i.ytimg.com/vi/cN-iaOU0y7k/default.jpg",True,False,False,"В студии «Время покажет» сравнивают нравственные ценности России и Запада, и пытаются понять, когда государство должно вмешиваться в семейные отношения.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-11-24 12:39:08","russian"
"OODfYF2RgDM","2017-11-25","Человек и закон. Выпуск от 24.11.2017","Первый канал",29,"Nonprofits & Activism",20716,93,312,0,"https://i.ytimg.com/vi/OODfYF2RgDM/default.jpg",True,False,False,"Правовой дайджест недели. Тетрадка в клеточку и цифры столбиком как главное вещественное доказательство в деле полковника Захарченко. Неправильно припаркованный автомобиль как повод показать, кто в «Москва-сити» настоящий хозяин. Равнодушие врачей станции Скорой помощи в Смоленске и смерть пациента. \n Нехорошая квартира. Многодетный отец может оказаться в буквальном смысле слова под открытым небом. Как получилось, что сделку купли-продажи квартиры, которая состоялась аж в 1993-м году, потихоньку оспорили в 1998-м? И почему об этом стало известно только совсем недавно, когда сроки исковой давности давно прошли, а судебные приставы уже на пороге. \n Сколько стоит «купить слона»? Черный криминальный рынок экзотических животных и не только. Что знаем мы про братьев наших меньших — и чего не знаем. И почему Закон о животных никак не могут принять в Госдуме. \n Ремонт ремонту рознь. К каким последствиям может привести самое «скромное» желание — сделать, чтобы было не стыдно, «как у людей». Со сносом несущих стен, переустройством ванной или кухни. Выясняется, что даже натяжные потолки — если работы проводятся неквалифицированными специалистами, «на свой страх и риск» — могут обернуться большой бедой. \n Четвертая годовщина начала Майдана. И фильм-бомба, снятый независимым итальянским журналистом, о грузинских снайперах, которые стреляли и «по нашим», и «по вашим». Кто на самом деле отдал приказ стрелять по толпе, откуда велась прицельная стрельба, кто возглавлял отряд наемников. Специальное расследование. Фрагмент художественного фильма «Крым» в качестве подтверждения новых, ошеломляющих фактов и свидетельств. \n Осторожно: интернет. Это касается детей и подростков, пропадающих с головой в компьютерных играх. Как происходит замена реальных человеческих ценностей на криминальные виртуальные пиксели.","RU","2017-11-24 17:37:42","russian"
"XB8NCwjfkFw","2018-06-06","КАК ОКУПИТЬСЯ НА САЙТЕ 1dice.net (РЕАЛЬНО!)","КОРТ",20,"Gaming",40320,3344,718,0,"https://i.ytimg.com/vi/XB8NCwjfkFw/default.jpg",True,False,False,"👑Смотри в описание 👑Реферальный код: R45469RСАЙТ: https://1dice.net/ツ Полезные ссылки: ✅ Подпишись: http://goo.gl/O9ybff📩 Реклама: https://ytprice.ru/c/153📩 Сотрудничество: https://vk.com/jonexp⚪ Моя страница Вконтакте: https://vk.com/jonexp💬Понравился ролик?! Так почему же не поставить лайк и подписаться на канал, а также пиши свои идеи-рубрики в коментарии,мне будет очень приятно.","RU","2018-06-03 14:43:06","russian"
"xaT3s9jzgVQ","2018-05-26","Ахбори Тоҷикистон ва ҷаҳон (25.05.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",104633,968,114,0,"https://i.ytimg.com/vi/xaT3s9jzgVQ/default.jpg",True,False,False,"Корхонаи дузандагӣ дар Душанбе сӯхт, Бонкҳои мушкилдошта бояд сармоягузор ёбанд, Доналд Трамп аз мулоқот бо президенти Кореяи Шимолӣ даст кашид, Амрикоиҳои мусулмон ба рӯзадорони мӯҳтоҷ хӯрок медиҳанд, Марям ба зиндагии баъди ҷангӣ одат мекунад ва мехоҳад табиб шавад, Аз Русия талаб карданд, ки ба зодаи Тоҷикистон 7500 евро бипардозад, Сатилҳои қуттиҳои партобро кӣ медуздад?","RU","2018-05-25 11:43:54","other"
"oqemC9fOBgw","2018-05-30","Зачем Путину израильский паспорт Абрамовича?","Радио Свобода",25,"News & Politics",38158,989,695,0,"https://i.ytimg.com/vi/oqemC9fOBgw/default.jpg",True,False,False,"Российский олигарх рвется в Англию любой ценой. К своим богатствам или к семейным? Обсуждают Роман Шлейнов, Владимир Пастухов, Александр Виленский. Ведущая Елена Рыковцева.","RU","2018-05-29 17:09:05","russian"
